UG;Kd-Nr.;Name;PLZ;Ort;VVJ;VJ;AJ;VK;VT;Gruppe;UK;P;SP 1;SP 2;letzter Besuch;letztes Telefonat
123;252.028;bbquh;;Grafing;282,3047724;5212,342543;191,7062666;;;;;;;;;
101;252.368;lbkhg;;Ottendorf-Okrilla;12581,58092;8806,991054;3395,978157;;;;;;;;;
141;252.368;lbkhg;;Wehrheim;67,4237607;1478,317344;2492,559368;;;;;;;;;
225;252.368;lbkhg;;Hamburg;3082,175902;1056,620792;3404,279937;;;;;;;;;
181;252.371;usbnct;;Passau;391,8341574;419,1472449;2229,848355;;;;;;;;;
111;252.387;harvgw;;Kamp-Lintfort;1219,895552;5869,37334;1577,722174;;;;;;;;;
123;252.387;harvgw;;Delmenhorst;3758,664539;122,4636987;1375,965838;;;;;;;;;
141;252.387;harvgw;;Zweibrücken;2515,977109;2287,621384;1076,925974;;;;;;;;;
151;252.415;ktlfdosnqvbhrwcq;;Remscheid;3545,13744;302,729276;2042,778565;;;;;;;;;
101;252.436;czpxmbfrkj;;Ransbach-Baumbach;1855,033625;4205,777847;2966,753084;;;;;;;;;
102;252.436;czpxmbfrkj;;Düren;4269,927536;1405,546962;5621,746931;;;;;;;;;
131;252.442;qgecchwniewi;;Neubrandenburg;2128,869749;529,102423;5347,420099;;;;;;;;;
201;252.442;qgecchwniewi;;Steinbach;2698,072289;1442,14172;762,8274093;;;;;;;;;
225;252.442;qgecchwniewi;;Cottbus;252,0084005;411,6576026;1737,435658;;;;;;;;;
101;252.480;iy;;Altenberge;5667,48497;5671,594745;3848,249679;;;;;;;;;
121;252.480;iy;;Bremerhaven;3580,920811;927,7212004;915,2219296;;;;;;;;;
123;252.480;iy;;Hamburg;1001,777556;897,2013805;2955,733086;;;;;;;;;
141;252.480;iy;;Köln;803,5438271;4558,195879;661,2934183;;;;;;;;;
212;252.480;iy;;Philippsthal;5430,58365;2037,464677;3814,226475;;;;;;;;;
331;252.534;yn;;Koblenz;3555,07109;1909,938303;1481,954211;;;;;;;;;
223;408.309;sxfz;;Rees;2230,896822;4,285156038;970,1584669;;;;;;;;;
224;408.309;sxfz;;Hannover;163,9949007;2967,849421;3604,995867;;;;;;;;;
301;408.327;bkzaqcgoeoscnjcksf;;Kirn;640,2595226;60,00013592;4659,367855;;;;;;;;;
351;408.327;bkzaqcgoeoscnjcksf;;Schluchsee;2802,324867;5285,763581;1095,651244;;;;;;;;;
161;408.328;objs;;Dorsten;462,9378026;194,3094602;2216,263591;;;;;;;;;
224;408.328;objs;;Wilhelmshaven;507,2567299;3603,668272;345,2950266;;;;;;;;;
225;408.328;objs;;Deggendorf;1867,029699;534,5576923;2696,113567;;;;;;;;;
234;408.309;sxfz;;Schrobenhausen;1837,411686;144,368499;912,7061267;;;;;;;;;
235;408.309;sxfz;;Landsberg;17,71684336;3286,329471;2048,101485;;;;;;;;;
201;407.443;citkabwlogagtydjr;;Mannheim;798,9529058;1048,761145;3719,416444;;;;;;;;;
141;408.309;sxfz;;Schloß Holte;4812,06432;877,1560966;353,9808609;;;;;;;;;
225;408.352;cmwmqpguzscjm;;Düsseldorf;3823,202733;1498,093579;1996,894954;;;;;;;;;
331;408.374;bnpvsexuuc;;Stein;575,7384003;1514,784955;2944,900695;;;;;;;;;
201;408.426;a;;Bielefeld;151,6383328;1526,361824;547,3296958;;;;;;;;;
121;408.330;cvbkmsbanre;;Papenburg;1948,301085;9,050094;3830,976151;;;;;;;;;
331;408.332;vjbmrrnyv;;Gadebusch;4047,636734;308,3667043;5137,448795;;;;;;;;;
323;408.336;gqxzsgsdkn;;Weißenfels;869,5405805;4057,750526;1308,745399;;;;;;;;;
201;408.329;et;;Weiden;4237,625993;2911,154037;843,302883;;;;;;;;;
301;408.329;et;;Celle;1980,110403;5930,301329;4105,5067;;;;;;;;;
323;408.329;et;;Putzbrunn;3142,485164;1632,465885;1624,407456;;;;;;;;;
341;408.329;et;;Hanau;2637,748779;405,3027442;73,51008887;;;;;;;;;
301;408.328;objs;;Regensburg;1248,124401;115,9851817;13,04745236;;;;;;;;;
331;408.316;xypgdudenfwmdc;;Regen;2279,709675;1107,492257;4347,79053;;;;;;;;;
351;408.316;xypgdudenfwmdc;;Offenburg;1896,96362;665,8536992;3079,843634;;;;;;;;;
131;408.608;sc;;Northeim;2109,743763;7116,967373;145,588051;;;;;;;;;
223;408.608;sc;;Münster;4476,892623;3801,877747;868,9118129;;;;;;;;;
224;408.608;sc;;Neuhausen;-750,1911776;2243,552073;2432,13448;;;;;;;;;
331;408.608;sc;;Bad Nenndorf;2803,789439;3261,751099;959,8758333;;;;;;;;;
201;408.655;j;;Bornheim;2400,98112;5723,523124;2087,440434;;;;;;;;;
201;408.671;tqfrlvssweg;;Leipzig;842,6777302;73,19332291;4253,411831;;;;;;;;;
161;408.704;rmjki;;Lohmar;567,7324172;724,689691;205,9989127;;;;;;;;;
224;408.704;rmjki;;Anger;381,3740263;2450,265717;5408,084587;;;;;;;;;
201;408.722;wfljdk;;Plettenberg;2221,489824;284,1962334;2516,315359;;;;;;;;;
331;408.451;khpryxglsalvivyt;;Gladbeck;5767,193664;799,1523983;3980,691297;;;;;;;;;
121;408.463;zsthgavxqi;;Pirmasens;6559,474499;209,191551;2252,773926;;;;;;;;;
351;408.463;zsthgavxqi;;Nürnberg;1833,859331;5877,150514;91,72661891;;;;;;;;;
351;408.465;ormhsftnecosscbfzn;;Bayreuth;37,40753045;3017,857284;3052,958593;;;;;;;;;
331;408.468;rlqgxlorhhqsj;;Fulda;241,0323033;3624,890097;2833,281469;;;;;;;;;
201;408.472;sqcaouubse;;Landau;2833,038604;768,7768286;1686,698932;;;;;;;;;
311;408.472;sqcaouubse;;Nidderau;11,69731084;528,8960126;2444,758077;;;;;;;;;
331;408.472;sqcaouubse;;Weilmünster;506,5173666;1155,519776;390,8432038;;;;;;;;;
331;408.530;imyunnjvgzqzojj;;Düsseldorf;3012,995815;97,56252375;658,17604;;;;;;;;;
201;408.549;hluyza;;Herford;960,5056659;1140,643754;4136,354077;;;;;;;;;
201;408.724;hztrcajty;;Gelsenkirchen;525,2298268;1670,076464;4134,104042;;;;;;;;;
225;408.724;hztrcajty;;Mödishofen;1025,696419;3833,781331;2275,106833;;;;;;;;;
123;408.753;yhluyjevqcatg;;Leipzig;2127,868805;2134,905856;946,7545809;;;;;;;;;
331;408.760;iqtejuzlisjpbw;;Limburg;1599,954197;437,8937042;4434,547382;;;;;;;;;
201;408.771;jdxsxqe;;Nordenham;220,307819;4611,896707;3020,285885;;;;;;;;;
311;408.775;zpbmcoy;;Osmangazi / BURSA;2379,167214;1268,18355;1651,007553;;;;;;;;;
331;408.775;zpbmcoy;;Remich;2684,766649;1062,613407;309,1067946;;;;;;;;;
331;408.793;vacfzqjzcglsoteph;;Augsburg;861,3394149;822,258718;1373,525167;;;;;;;;;
161;408.798;xpqwjscsoq;;Frechen;1286,485359;1363,52976;2209,877646;;;;;;;;;
224;408.798;xpqwjscsoq;;München;1607,276183;955,3262315;3415,700253;;;;;;;;;
301;408.798;xpqwjscsoq;;Forstern;459,6786875;1239,101826;152,1942503;;;;;;;;;
201;408.803;vzlumhbuqthx;;Rudolstadt;474,6553103;932,7485331;3667,197398;;;;;;;;;
201;408.832;cniplkxqejywftdmqn;;Lüdenscheid;4792,864432;2258,948569;2455,437234;;;;;;;;;
224;408.836;rmeijlbmlacpsdd;;Rickenbach;3638,414099;1690,419019;4981,31582;;;;;;;;;
311;408.836;rmeijlbmlacpsdd;;Bad Lauterberg;1992,347361;183,7838637;3931,395134;;;;;;;;;
331;408.836;rmeijlbmlacpsdd;;Freiberg;3696,604545;652,8488106;4142,302766;;;;;;;;;
331;407.306;tgyefexsa;;Aachen;4191,388875;3306,471071;1542,996333;;;;;;;;;
161;407.331;f;;Hilter;1681,104749;4563,64534;945,6048621;;;;;;;;;
224;407.331;f;;Bergheim;1060,089226;5044,536487;3176,957444;;;;;;;;;
331;407.341;ylyp;;Essen;3,875030668;6420,639018;4439,55821;;;;;;;;;
121;407.342;qjaazpx;;Sprockhövel;506,4490102;2641,997676;756,5876512;;;;;;;;;
141;407.342;qjaazpx;;Freudenstadt;2386,304941;1497,427493;7,602057459;;;;;;;;;
225;407.342;qjaazpx;;München;1224,885703;611,5412597;1170,411837;;;;;;;;;
234;407.342;qjaazpx;;Erlangen;1410,670952;1995,148415;68,76472351;;;;;;;;;
121;407.343;xkvhopwydfdqsoie;;Hagenbüchach;3150,590181;2826,27811;1828,242395;;;;;;;;;
123;407.343;xkvhopwydfdqsoie;;Wuppertal;222,9020433;1454,585917;1404,655556;;;;;;;;;
223;407.363;gkcrcididwnzma;;Frechen;1743,019325;550,510256;1161,069056;;;;;;;;;
301;407.363;gkcrcididwnzma;;Bergisch Gladbach;1135,600276;143,2702853;252,0719171;;;;;;;;;
351;407.363;gkcrcididwnzma;;Laatzen;1501,200767;6739,763846;2419,88813;;;;;;;;;
224;407.369;wtmzzoxselpt;;Cottbus;4709,722972;852,2140234;1062,431158;;;;;;;;;
223;407.380;gx;;Füssen;4552,626492;871,232127;910,2868108;;;;;;;;;
301;407.380;gx;;Bischofswerda;768,911843;1878,631721;1090,751355;;;;;;;;;
331;407.380;gx;;Bergheim;1885,528948;353,6888899;1809,170186;;;;;;;;;
351;407.380;gx;;Kassel;252,9347322;3331,165947;2049,106138;;;;;;;;;
121;407.385;hryuyzmetbuhn;;Görlitz;177,9836644;1017,759774;55,91095172;;;;;;;;;
201;407.467;vvpugeklqczxqths;;Hafenlohr;5026,886413;4060,858751;4117,093865;;;;;;;;;
222;407.467;vvpugeklqczxqths;;Herdorf;4650,138887;3750,514206;1899,166316;;;;;;;;;
351;407.471;ve;;Bad Salzuflen;1508,344761;5139,608747;1498,343286;;;;;;;;;
351;407.474;onsbgi;;;5884,319407;1110,885668;2856,573037;;;;;;;;;
321;407.495;uvkyzypgif;;Landau;1460,557209;363,5641795;914,7230697;;;;;;;;;
321;407.514;nykroadizlvz;;Langen;168,2748538;151,7770739;1628,788222;;;;;;;;;
123;407.519;fwmurhilalgbwkc;;Ergolding;2152,55216;4942,002648;4657,942162;;;;;;;;;
201;407.520;lhap;;Siegsdorf;112,6549995;559,4027726;2446,754022;;;;;;;;;
331;407.520;lhap;;Basel;633,2868745;1014,036992;1758,606706;;;;;;;;;
224;407.530;nb;;Bispingen;1033,838723;1360,01226;291,3735898;;;;;;;;;
121;407.569;msaj;;Sievershagen;225,7902449;439,4556711;1847,869014;;;;;;;;;
121;407.628;jlhyqxowp;;Braunschweig;2003,114781;3968,000872;2478,88078;;;;;;;;;
331;407.630;zty;;Nastätten;1811,522775;214,5992699;487,8395242;;;;;;;;;
241;407.631;qtniktmajfcwc;;Schwerin;111,639118;151,4660933;72,83826618;;;;;;;;;
331;407.632;yxhfcxvs;;Essen;1486,562565;4708,232625;333,1240112;;;;;;;;;
181;407.642;ncoktldndxzwa;;Bremen;55,07413467;1274,860521;2196,568392;;;;;;;;;
201;407.707;qwhcjckcd;;Frankfurt;17,8224323;737,5327041;1657,800764;;;;;;;;;
331;407.738;z;;Hamburg;1029,18693;3970,232867;825,2912896;;;;;;;;;
331;407.758;yebokfuqtetxscz;;Hattorf;1573,878622;2678,837508;1326,847949;;;;;;;;;
331;407.921;bhhecww;;Wetzlar;111,955116;25,96902828;1536,463879;;;;;;;;;
331;407.976;pdrraqnzwuwcl;;Graz;270,2062542;1500,141953;339,0846639;;;;;;;;;
331;408.057;mzeaqqkca;;Braunschweig;1043,148365;1723,337547;1440,102261;;;;;;;;;
223;408.058;tobqbshzlbvfitwa;;Eschweiler;1291,180636;293,5754937;249,9874582;;;;;;;;;
224;408.058;tobqbshzlbvfitwa;;Frankenberg;2127,865428;5502,291969;2801,776655;;;;;;;;;
341;408.058;tobqbshzlbvfitwa;;Piesport;2436,007543;383,1852371;364,0335626;;;;;;;;;
351;408.058;tobqbshzlbvfitwa;;Stein;1152,294795;207,7234043;5548,031072;;;;;;;;;
201;408.077;vhzmanejyrdhy;;Landstuhl;3283,928696;4445,589858;1201,50305;;;;;;;;;
201;408.092;lcxjzggqyzpbdmxwp;;Wuppertal;264,1917868;418,1919723;4379,430508;;;;;;;;;
201;407.399;dgtfdtfrtgjwmem;;Nürnberg;2869,918436;553,3799623;1237,159693;;;;;;;;;
301;407.418;mxxsy;;Northeim;160,7550408;2118,794992;569,3955277;;;;;;;;;
351;407.418;mxxsy;;Lüneburg;302,4496533;1339,799076;680,9742433;;;;;;;;;
331;407.427;phjowmzxvzog;;Verden;68,55079295;2668,215265;170,6416875;;;;;;;;;
351;407.763;doviudmjmss;;Duderstadt;1724,588205;3238,85189;4074,999079;;;;;;;;;
351;407.764;nfihgd;;Wiefelstede;1619,352761;3648,90396;3206,834856;;;;;;;;;
331;407.788;avtfiem;;Berlin;12,03475018;1523,053655;879,9423384;;;;;;;;;
331;407.879;mrjfsyuyvrzeliq;;Wettenberg;5772,103587;529,1940122;126,5956959;;;;;;;;;
181;407.887;qprynxajocmcopkjjb;;Kleve;465,4275542;1927,168485;3735,182135;;;;;;;;;
181;408.136;udrnwahpgynxunu;;Zeitz;434,8423044;2096,745554;2931,573792;;;;;;;;;
201;408.136;udrnwahpgynxunu;;Lübeck;3512,047543;462,6192997;149,364852;;;;;;;;;
211;408.136;udrnwahpgynxunu;;Herrenberg im Gäu;26,63491621;921,4105992;240,0344078;;;;;;;;;
323;408.136;udrnwahpgynxunu;;5 Moscow;2507,879387;2773,305233;3158,962677;;;;;;;;;
201;408.173;zyramszilt;;Nortorf;1086,03517;5470,635762;1408,11217;;;;;;;;;
111;408.181;mqkw;;Kriens;766,9917783;638,4929096;335,3283878;;;;;;;;;
201;408.204;jufzx;;Kehl;1142,807833;6016,199611;1020,472873;;;;;;;;;
161;408.234;nbvxyrei;;Essen;1066,534196;2336,682129;2630,515642;;;;;;;;;
224;408.234;nbvxyrei;;Neckarsulm;668,1278825;2575,952865;4002,294445;;;;;;;;;
301;408.234;nbvxyrei;;Brohl-Lützing;4067,254747;2528,963018;5378,834349;;;;;;;;;
323;408.234;nbvxyrei;;Langelsheim;1028,512875;30,54836075;1744,03905;;;;;;;;;
351;408.234;nbvxyrei;;Dobitschen;713,6405748;2431,437988;1803,518481;;;;;;;;;
331;408.238;nwhrnjbfc;;Ebersbach-Neugersdorf;2333,787896;942,9244577;773,508778;;;;;;;;;
201;408.256;wfgoxwrinyorvidb;;Görlitz;823,9071979;191,804711;715,6048155;;;;;;;;;
121;408.267;vwexxsl;;Bad Neuenahr-Ahrweiler;1669,261092;2804,401672;497,9326044;;;;;;;;;
141;408.267;vwexxsl;;Uder;1976,956531;213,7365259;2447,171407;;;;;;;;;
225;408.267;vwexxsl;;Künzelsau;3264,621864;4710,715058;669,8256456;;;;;;;;;
102;408.309;sxfz;;Ribnitz-Damgarten;493,8838302;1859,962594;65,00227948;;;;;;;;;
161;211.922;u;;Bad Homburg;5056,087662;468,1480875;2446,499239;;;;;;;;;
224;211.922;u;;Bornheim;2974,78904;801,6472991;2274,86348;;;;;;;;;
225;211.916;zeltyzcgcu;;Bückeburg;5416,313449;2882,608874;1741,055947;;;;;;;;;
141;211.919;saqmweiygxqasyp;;München;524,8721126;5,48867766;51,58148504;;;;;;;;;
141;211.916;zeltyzcgcu;;Hamburg;399,8636013;26,90648991;2497,029891;;;;;;;;;
181;211.916;zeltyzcgcu;;Leinzell;614,9442766;428,6612387;7460,82853;;;;;;;;;
211;211.916;zeltyzcgcu;;Breitengüßbach;1737,180504;4081,932485;664,7691913;;;;;;;;;
141;211.913;fdq;;Norderstedt;631,1892048;2400,081551;1219,07727;;;;;;;;;
225;211.885;kwf;;Hamm;2510,963894;2781,591877;1759,673806;;;;;;;;;
111;211.913;fdq;;München;383,6491566;140,3981393;2235,155214;;;;;;;;;
123;211.913;fdq;;Obersulm-Willsbach;684,1707473;1997,452224;1780,107993;;;;;;;;;
201;211.913;fdq;;Meisdorf;2063,274914;167,9068175;181,6285006;;;;;;;;;
211;211.913;fdq;;Berlin;2523,096398;1188,542743;2612,416382;;;;;;;;;
222;211.913;fdq;;Übach-Palenberg;2837,67549;5392,960197;1572,880452;;;;;;;;;
224;211.913;fdq;;Finnentrop;622,9836093;1822,074594;2972,696435;;;;;;;;;
225;211.913;fdq;;Hannover;1425,813976;1285,203384;338,7371552;;;;;;;;;
321;211.913;fdq;;Bad Düben;4343,155145;6357,154566;4720,153349;;;;;;;;;
322;211.913;fdq;;Essen;1173,386627;782,4474986;1261,385668;;;;;;;;;
181;211.976;ajf;;Sharjah;2206,462006;4242,193111;1668,299114;;;;;;;;;
322;211.976;ajf;;Essen;1755,685268;3245,919536;873,1865062;;;;;;;;;
111;211.981;opqas;;Schladen;665,2807584;2552,012936;2493,418203;;;;;;;;;
211;211.981;opqas;;Cadolzburg;28,18672014;783,0851398;5446,218298;;;;;;;;;
212;211.981;opqas;;Diemelsee;3737,5064;4651,623047;317,344349;;;;;;;;;
123;211.981;opqas;;Trier;542,3810379;342,8984206;7041,548024;;;;;;;;;
213;211.982;r;;Panschwitz-Kuckau;2895,733899;3597,105784;4368,604935;;;;;;;;;
224;211.982;r;;Dorsten;3394,722866;655,6328124;1240,276885;;;;;;;;;
225;211.982;r;;Lübeck;1866,389316;743,3501565;885,1516474;;;;;;;;;
151;211.983;bmhxdtkc;;Bayerisch Gmain;2830,765091;150,7282273;1124,258872;;;;;;;;;
201;211.966;mjbontmxetah;;5 Moscow;2495,291154;3311,280414;923,8296708;;;;;;;;;
123;211.965;otixbb;;Wentorf;532,6055445;582,8393558;74,80180029;;;;;;;;;
141;211.953;fuucyiumo;;Bernburg;115,3709137;306,2936252;3338,010505;;;;;;;;;
224;211.949;navzewqczjcuhnxhed;;Rödinghausen;5303,824873;610,8994383;72,38177216;;;;;;;;;
225;211.949;navzewqczjcuhnxhed;;Bad Vilbel;890,7603092;1736,532056;3775,747107;;;;;;;;;
111;211.953;fuucyiumo;;Tirane;420,083189;4939,330416;1630,792447;;;;;;;;;
123;211.940;vezvslmkqthifhuzrb;;Hamburg;1202,213698;3019,819964;247,1782391;;;;;;;;;
201;211.944;hsj;;Treuchtlingen;86,48450728;617,4211608;2017,96045;;;;;;;;;
331;211.922;u;;Lampertheim;1270,812748;292,221939;644,5842201;;;;;;;;;
102;211.940;vezvslmkqthifhuzrb;;Rosbach v. d. H.;3129,652012;2721,973523;7427,380065;;;;;;;;;
111;211.986;wqouytlpzsclnbyzqk;;Dießen;85,10673106;3452,686441;1082,904089;;;;;;;;;
201;211.986;wqouytlpzsclnbyzqk;;Paderborn;1320,253778;235,6077752;2262,550037;;;;;;;;;
123;211.982;r;;Brackenheim;4159,197658;306,9992818;26,95472696;;;;;;;;;
151;211.982;r;;Wiesloch;3453,785614;244,5825043;219,666531;;;;;;;;;
225;211.998;kikbrwfe;;Braunschweig;756,224302;634,7061597;3097,018275;;;;;;;;;
121;211.999;ltnvmuomvps;;Bönningstedt;4178,643668;43,85870247;297,8410783;;;;;;;;;
123;211.999;ltnvmuomvps;;Wiesbaden;1159,242122;1654,513897;5048,700342;;;;;;;;;
141;211.999;ltnvmuomvps;;Oldenburg;241,9385462;648,072188;4174,5203;;;;;;;;;
201;211.999;ltnvmuomvps;;Barmstedt;1880,996184;1216,693504;1229,603042;;;;;;;;;
225;211.999;ltnvmuomvps;;Pfarrkirchen;1113,476132;3157,004028;550,3989364;;;;;;;;;
151;212.000;rdyaz;;Saarbrücken;1584,450547;242,3574128;1749,289105;;;;;;;;;
181;212.000;rdyaz;;Hüde;1126,748576;1032,134897;3528,363176;;;;;;;;;
111;212.203;euyfez;;Salmtal;2155,518939;1808,113884;2844,801319;;;;;;;;;
141;220.004;vxmexjnpyps;;Halle;7836,483224;3845,779599;3054,046941;;;;;;;;;
201;220.004;vxmexjnpyps;;Duisburg;367,6888855;42,19301235;339,1857196;;;;;;;;;
141;220.007;vhusak;;Dortmund;1344,788211;3635,099299;592,3693293;;;;;;;;;
224;220.002;tkjejxzppmqgmfz;;Lemförde;4015,799083;1649,6847;2051,464372;;;;;;;;;
225;220.002;tkjejxzppmqgmfz;;Hamburg;5292,203682;906,4121797;93,40575233;;;;;;;;;
231;212.203;euyfez;;Duisburg-Homberg;6621,768012;6080,962204;779,8280171;;;;;;;;;
232;212.203;euyfez;;Bremen;215,714724;7369,028943;2859,168703;;;;;;;;;
123;212.334;ypcczpe;;Leonberg;2695,8792;6922,958306;1605,732904;;;;;;;;;
161;212.334;ypcczpe;;Würzburg;278,833236;5070,057199;2139,616449;;;;;;;;;
224;212.334;ypcczpe;;Marl;5724,831492;3526,469041;2,912317919;;;;;;;;;
224;211.990;dagyw;;Bad Nauheim;3965,736276;4513,123164;48,21144874;;;;;;;;;
123;211.998;kikbrwfe;;Bredstedt;207,7600295;2260,851457;3607,875683;;;;;;;;;
141;211.990;dagyw;;Grebenhain;510,1314481;315,5933237;3761,183968;;;;;;;;;
161;211.990;dagyw;;Geseke;472,5533736;29,18561553;2051,109797;;;;;;;;;
321;250.176;fvczf;;Duisburg;2637,541827;357,1828198;2531,546501;;;;;;;;;
101;250.252;muoxanxjivihqw;;Waiblingen;5562,395322;10640,82043;510,3544541;;;;;;;;;
111;250.252;muoxanxjivihqw;;Villingen-Schwenningen;1906,191543;4944,593232;326,2931635;;;;;;;;;
225;250.252;muoxanxjivihqw;;Merzenich;497,3269607;5412,743999;4874,172207;;;;;;;;;
231;250.252;muoxanxjivihqw;;Hannover;5037,026024;17,2429968;977,7586751;;;;;;;;;
301;250.252;muoxanxjivihqw;;Dresden;77,81180348;4243,709035;1482,461943;;;;;;;;;
141;250.074;udkwwhruglzdzypc;;Halle;1419,21537;3375,24609;2898,713495;;;;;;;;;
201;250.074;udkwwhruglzdzypc;;Varna;429,372798;1685,225926;103,7416608;;;;;;;;;
212;250.074;udkwwhruglzdzypc;;Bad Kreuznach;2234,944684;4852,934492;13,5919416;;;;;;;;;
223;250.074;udkwwhruglzdzypc;;Königsbrunn;334,9054539;5440,143687;259,9055242;;;;;;;;;
224;250.074;udkwwhruglzdzypc;;479 Maia;330,2966081;1208,696295;261,1282895;;;;;;;;;
225;250.074;udkwwhruglzdzypc;;Bad Nenndorf;3245,930115;3486,803681;3163,635402;;;;;;;;;
101;250.173;gt;;Wolnzach;5760,685096;8918,034389;143,0801428;;;;;;;;;
121;250.173;gt;;Zell;3624,968634;1636,297312;2623,615065;;;;;;;;;
122;250.173;gt;;Hettstedt;131,5303124;792,5604597;245,8805317;;;;;;;;;
123;250.173;gt;;Dortmund;71,2006494;1367,444561;3980,624011;;;;;;;;;
225;250.173;gt;;Diez;2499,272394;399,1138151;4236,252756;;;;;;;;;
121;220.077;xkoge;;Lohr am Main;1174,844301;23,75035965;2330,595287;;;;;;;;;
123;220.077;xkoge;;Waldheim;5502,867893;4830,480204;5092,635393;;;;;;;;;
141;220.077;xkoge;;Eppelheim;6395,295742;622,3236198;82,20992995;;;;;;;;;
121;220.078;zttsbvaoezkyyx;;Oelixdorf;1534,987733;1301,094454;607,0710526;;;;;;;;;
212;220.148;lrqebfxwzx;;Emskirchen;36,03395982;1648,381702;3321,551285;;;;;;;;;
123;220.149;pvogsqkpgutfer;;Bochum;3740,42936;3849,176349;172,1702302;;;;;;;;;
121;220.183;pfqduvtcxbsn;;Oberhausen;1673,930879;3958,208038;2436,749849;;;;;;;;;
213;220.193;rmdmaiuyijqhztao;;Berlin;470,0552712;1488,75629;1011,53768;;;;;;;;;
213;220.202;lpaoaoqd;;Sharjah;1589,047196;25,05412979;4633,70843;;;;;;;;;
213;220.209;nxd;;Klüsserath;177,3839209;6204,548606;289,9192565;;;;;;;;;
121;220.217;gcqclbc;;Bad Reichenhall;2880,342253;450,7967009;4509,031502;;;;;;;;;
111;250.074;udkwwhruglzdzypc;;Bad Kreuznach;690,5440343;1770,305518;2701,832632;;;;;;;;;
225;220.217;gcqclbc;;Köln;1656,423787;1599,595951;2171,604504;;;;;;;;;
331;220.224;z;;Haan;4051,644441;377,0996221;503,7384436;;;;;;;;;
161;231.385;i;;Georgensgmünd;3139,2923;2085,826038;3675,105023;;;;;;;;;
224;231.385;i;;Frankfurt;3049,437515;1283,45007;3230,539473;;;;;;;;;
201;251.508;hmzbfhewwcqt;;Augsburg;2926,499127;1296,294044;186,0383561;;;;;;;;;
225;251.508;hmzbfhewwcqt;;Kassel;3278,083329;4349,849665;4097,212611;;;;;;;;;
101;251.595;dzjrqctjjtxzhaw;;Seelze;7598,248607;2913,835434;982,4669263;;;;;;;;;
111;251.595;dzjrqctjjtxzhaw;;Breitenberg;685,8213696;2249,628042;3645,682292;;;;;;;;;
161;251.595;dzjrqctjjtxzhaw;;Terlano (BZ);4632,18165;3726,336714;938,0116948;;;;;;;;;
225;251.595;dzjrqctjjtxzhaw;;Bovenden;1086,08881;194,5374365;304,4832291;;;;;;;;;
131;251.482;zdrajpdthuya;;Holdorf;1407,302394;1879,816169;1465,771387;;;;;;;;;
141;251.482;zdrajpdthuya;;Tirane;105,9952976;1998,054873;441,6483791;;;;;;;;;
151;251.482;zdrajpdthuya;;Köln;78,93969935;120,0724184;902,7139937;;;;;;;;;
111;251.482;zdrajpdthuya;;Sprockhövel;785,9831626;4646,098934;1679,169568;;;;;;;;;
225;251.482;zdrajpdthuya;;Lengede;2464,046774;608,4559095;5771,174032;;;;;;;;;
231;251.482;zdrajpdthuya;;Dorsten;3880,884651;459,5141853;6528,513267;;;;;;;;;
351;251.606;zvyelm;;Eilenburg;1096,198444;35,48966758;2553,22328;;;;;;;;;
101;251.647;tkfgitfudwahpfnk;;Gaiberg;1188,49966;2618,142093;1458,57915;;;;;;;;;
161;251.606;zvyelm;;Emmerting;72,92524274;3117,598123;95,09834335;;;;;;;;;
201;251.606;zvyelm;;Valencia;1921,325334;3261,232047;4804,522007;;;;;;;;;
223;251.606;zvyelm;;Osmangazi / BURSA;2823,364688;2349,686992;3984,527843;;;;;;;;;
224;251.606;zvyelm;;München;218,6304284;503,2670441;3712,104856;;;;;;;;;
301;251.606;zvyelm;;Overath;3832,630495;910,802992;1412,792675;;;;;;;;;
223;251.744;flxcwxozvsocglk;;Hannover;5797,000188;226,1518581;669,4990305;;;;;;;;;
224;251.744;flxcwxozvsocglk;;Peine;5755,585783;664,1357623;1117,067006;;;;;;;;;
311;251.744;flxcwxozvsocglk;;Mainz-Kastel;2181,185182;1046,062887;1464,387876;;;;;;;;;
331;251.744;flxcwxozvsocglk;;Willstätt;3403,395546;3033,978581;101,3511567;;;;;;;;;
351;251.744;flxcwxozvsocglk;;Frechen;2142,696628;2773,892348;473,2532734;;;;;;;;;
102;251.748;e;;Kassel;663,4700179;3761,134109;2726,975965;;;;;;;;;
181;251.748;e;;Rudolstadt;3803,138438;2203,643109;305,073588;;;;;;;;;
225;251.748;e;;Niederfischbach;1833,939596;2414,152684;21,28018254;;;;;;;;;
224;251.354;wgeuzbchn;;Burg;3026,894568;3067,560733;3352,641438;;;;;;;;;
225;251.354;wgeuzbchn;;Freiberg;946,2078222;180,5104614;353,5604757;;;;;;;;;
123;251.354;wgeuzbchn;;Hanau;4051,825462;1054,544386;1452,304754;;;;;;;;;
131;251.354;wgeuzbchn;;Friedberg;663,2070809;329,5158888;1018,365426;;;;;;;;;
211;251.264;guhmlklziruoqifgb;;Nürnberg;467,2412756;774,3726979;28,752959;;;;;;;;;
323;251.264;guhmlklziruoqifgb;;Bayreuth;4242,574984;642,23307;866,4495814;;;;;;;;;
101;251.267;svhxvlobtyeahail;;Köln;9303,707332;26031,5892;2973,30044;;;;;;;;;
211;251.125;rbvpmsurh;;Rendsburg;213,5736759;4483,072195;158,5879564;;;;;;;;;
